189,340.49,December,12,1982.916667
190,341.37,January,1,1983
191,342.52,February,2,1983.083333
192,343.1,March,3,1983.166667
193,344.94,April,4,1983.25
194,345.75,May,5,1983.333333
195,345.32,June,6,1983.416667
196,343.99,July,7,1983.5
197,342.39,August,8,1983.583333
198,339.86,September,9,1983.666667
199,339.99,October,10,1983.75
200,341.15,November,11,1983.833333
201,342.99,December,12,1983.916667
202,343.7,January,1,1984
203,344.5,February,2,1984.083333
204,345.28,March,3,1984.166667
205,347.08,April,4,1984.25
206,347.43,May,5,1984.333333
207,346.79,June,6,1984.416667
208,345.4,July,7,1984.5
209,343.28,August,8,1984.583333
210,341.07,September,9,1984.666667
211,341.35,October,10,1984.75
212,342.98,November,11,1984.833333
213,344.22,December,12,1984.916667
214,344.97,January,1,1985
215,346,February,2,1985.083333
216,347.43,March,3,1985.166667
217,348.35,April,4,1985.25
218,348.93,May,5,1985.333333
219,348.25,June,6,1985.416667
220,346.56,July,7,1985.5
221,344.68,August,8,1985.583333
222,343.09,September,9,1985.666667
223,342.8,October,10,1985.75
224,344.24,November,11,1985.833333
225,345.55,December,12,1985.916667
226,346.3,January,1,1986
227,346.96,February,2,1986.083333
228,347.86,March,3,1986.166667
229,349.55,April,4,1986.25
230,350.21,May,5,1986.333333
231,349.54,June,6,1986.416667
232,347.94,July,7,1986.5
233,345.9,August,8,1986.583333
234,344.85,September,9,1986.666667
235,344.17,October,10,1986.75
236,345.66,November,11,1986.833333
237,346.9,December,12,1986.916667
238,348.02,January,1,1987
239,348.47,February,2,1987.083333
240,349.42,March,3,1987.166667
241,350.99,April,4,1987.25
242,351.84,May,5,1987.333333
243,351.25,June,6,1987.416667
244,349.52,July,7,1987.5
245,348.1,August,8,1987.583333
246,346.45,September,9,1987.666667
247,346.36,October,10,1987.75
248,347.81,November,11,1987.833333
249,348.96,December,12,1987.916667
250,350.43,January,1,1988
251,351.73,February,2,1988.083333
252,352.22,March,3,1988.166667
253,353.59,April,4,1988.25
254,354.22,May,5,1988.333333
255,353.79,June,6,1988.416667
256,352.38,July,7,1988.5
257,350.43,August,8,1988.583333
258,348.72,September,9,1988.666667
259,348.88,October,10,1988.75
260,350.07,November,11,1988.833333
261,351.34,December,12,1988.916667
262,352.76,January,1,1989
263,353.07,February,2,1989.083333
264,353.68,March,3,1989.166667
265,355.42,April,4,1989.25
266,355.67,May,5,1989.333333
267,355.13,June,6,1989.416667
268,353.9,July,7,1989.5
269,351.67,August,8,1989.583333
270,349.8,September,9,1989.666667
271,349.99,October,10,1989.75
272,351.29,November,11,1989.833333
273,352.52,December,12,1989.916667
274,353.66,January,1,1990
275,354.7,February,2,1990.083333
276,355.39,March,3,1990.166667
277,356.2,April,4,1990.25
278,357.16,May,5,1990.333333
279,356.23,June,6,1990.416667
280,354.82,July,7,1990.5
281,352.91,August,8,1990.583333
282,350.96,September,9,1990.666667
283,351.18,October,10,1990.75
284,352.83,November,11,1990.833333
285,354.21,December,12,1990.916667
286,354.72,January,1,1991
287,355.75,February,2,1991.083333
288,357.16,March,3,1991.166667
289,358.6,April,4,1991.25
290,359.33,May,5,1991.333333
291,358.24,June,6,1991.416667
292,356.17,July,7,1991.5
293,354.02,August,8,1991.583333
294,352.15,September,9,1991.666667
295,352.21,October,10,1991.75
296,353.75,November,11,1991.833333
297,354.99,December,12,1991.916667
298,355.98,January,1,1992
299,356.72,February,2,1992.083333
300,357.81,March,3,1992.166667
301,359.15,April,4,1992.25
302,359.66,May,5,1992.333333
303,359.25,June,6,1992.416667
304,357.02,July,7,1992.5
305,355,August,8,1992.583333
306,353.01,September,9,1992.666667
307,353.31,October,10,1992.75
308,354.16,November,11,1992.833333
309,355.4,December,12,1992.916667
310,356.7,January,1,1993
311,357.16,February,2,1993.083333
312,358.38,March,3,1993.166667
313,359.46,April,4,1993.25
314,360.28,May,5,1993.333333
315,359.6,June,6,1993.416667
316,357.57,July,7,1993.5
317,355.52,August,8,1993.583333
318,353.69,September,9,1993.666667
319,353.99,October,10,1993.75
320,355.34,November,11,1993.833333
321,356.8,December,12,1993.916667
322,358.37,January,1,1994
323,358.91,February,2,1994.083333
324,359.97,March,3,1994.166667
325,361.26,April,4,1994.25
326,361.68,May,5,1994.333333
327,360.95,June,6,1994.416667
328,359.55,July,7,1994.5
329,357.48,August,8,1994.583333
330,355.84,September,9,1994.666667
331,355.99,October,10,1994.75
332,357.58,November,11,1994.833333
333,359.04,December,12,1994.916667
334,359.97,January,1,1995
335,361,February,2,1995.083333
336,361.64,March,3,1995.166667
337,363.45,April,4,1995.25
338,363.79,May,5,1995.333333
339,363.26,June,6,1995.416667
340,361.9,July,7,1995.5
341,359.46,August,8,1995.583333
342,358.05,September,9,1995.666667
343,357.76,October,10,1995.75
344,359.56,November,11,1995.833333
345,360.7,December,12,1995.916667
346,362.05,January,1,1996
347,363.25,February,2,1996.083333
348,364.02,March,3,1996.166667
349,364.72,April,4,1996.25
350,365.41,May,5,1996.333333
351,364.97,June,6,1996.416667
352,363.65,July,7,1996.5
353,361.48,August,8,1996.583333
354,359.45,September,9,1996.666667
355,359.6,October,10,1996.75
356,360.76,November,11,1996.833333
357,362.33,December,12,1996.916667
358,363.18,January,1,1997
359,364,February,2,1997.083333
360,364.56,March,3,1997.166667
361,366.35,April,4,1997.25
362,366.79,May,5,1997.333333
363,365.62,June,6,1997.416667
364,364.47,July,7,1997.5
365,362.51,August,8,1997.583333
366,360.19,September,9,1997.666667
367,360.77,October,10,1997.75
368,362.43,November,11,1997.833333
369,364.28,December,12,1997.916667
370,365.33,January,1,1998
371,366.15,February,2,1998.083333
372,367.31,March,3,1998.166667
373,368.61,April,4,1998.25
374,369.3,May,5,1998.333333
375,368.87,June,6,1998.416667
376,367.64,July,7,1998.5
377,365.77,August,8,1998.583333
378,363.9,September,9,1998.666667
379,364.23,October,10,1998.75
380,365.46,November,11,1998.833333
381,366.97,December,12,1998.916667
382,368.15,January,1,1999
383,368.87,February,2,1999.083333
384,369.59,March,3,1999.166667
385,371.14,April,4,1999.25
386,371,May,5,1999.333333
387,370.35,June,6,1999.416667
388,369.27,July,7,1999.5
389,366.93,August,8,1999.583333
390,364.63,September,9,1999.666667
391,365.13,October,10,1999.75
392,366.67,November,11,1999.833333
393,368.01,December,12,1999.916667
394,369.14,January,1,2000
395,369.46,February,2,2000.083333
396,370.52,March,3,2000.166667
397,371.66,April,4,2000.25
398,371.82,May,5,2000.333333
399,371.7,June,6,2000.416667
400,370.12,July,7,2000.5
401,368.12,August,8,2000.583333
402,366.62,September,9,2000.666667
403,366.73,October,10,2000.75
404,368.29,November,11,2000.833333
405,369.53,December,12,2000.916667
406,370.28,January,1,2001
407,371.5,February,2,2001.083333
408,372.12,March,3,2001.166667
409,372.87,April,4,2001.25
410,374.02,May,5,2001.333333
411,373.3,June,6,2001.416667
412,371.62,July,7,2001.5
413,369.55,August,8,2001.583333
414,367.96,September,9,2001.666667
415,368.09,October,10,2001.75
416,369.68,November,11,2001.833333
417,371.24,December,12,2001.916667
418,372.43,January,1,2002
419,373.09,February,2,2002.083333
420,373.52,March,3,2002.166667
421,374.86,April,4,2002.25
422,375.55,May,5,2002.333333
423,375.41,June,6,2002.416667
424,374.02,July,7,2002.5
425,371.49,August,8,2002.583333
426,370.7,September,9,2002.666667
427,370.25,October,10,2002.75
428,372.08,November,11,2002.833333
429,373.78,December,12,2002.916667
430,374.68,January,1,2003
431,375.63,February,2,2003.083333
432,376.11,March,3,2003.166667
433,377.65,April,4,2003.25
434,378.35,May,5,2003.333333
435,378.13,June,6,2003.416667
436,376.62,July,7,2003.5
437,374.5,August,8,2003.583333
438,372.99,September,9,2003.666667
439,373.01,October,10,2003.75
440,374.35,November,11,2003.833333
441,375.7,December,12,2003.916667
442,376.79,January,1,2004
443,377.37,February,2,2004.083333
444,378.41,March,3,2004.166667
445,380.52,April,4,2004.25
446,380.63,May,5,2004.333333
447,379.57,June,6,2004.416667
448,377.79,July,7,2004.5
449,375.86,August,8,2004.583333
450,374.07,September,9,2004.666667
451,374.24,October,10,2004.75
452,375.86,November,11,2004.833333
453,377.47,December,12,2004.916667
454,378.37,January,1,2005
455,379.69,February,2,2005.083333
456,380.41,March,3,2005.166667
457,382.1,April,4,2005.25
458,382.28,May,5,2005.333333
459,382.13,June,6,2005.416667
460,380.66,July,7,2005.5
461,378.71,August,8,2005.583333
462,376.42,September,9,2005.666667
463,376.88,October,10,2005.75
464,378.32,November,11,2005.833333
465,380.04,December,12,2005.916667
466,381.38,January,1,2006
467,382.03,February,2,2006.083333
468,382.64,March,3,2006.166667
469,384.62,April,4,2006.25
470,384.95,May,5,2006.333333
471,384.06,June,6,2006.416667
472,382.29,July,7,2006.5
473,380.47,August,8,2006.583333
474,378.67,September,9,2006.666667
475,379.06,October,10,2006.75
476,380.14,November,11,2006.833333
477,381.74,December,12,2006.916667
478,382.45,January,1,2007
479,383.68,February,2,2007.083333
480,384.23,March,3,2007.166667
481,386.26,April,4,2007.25
482,386.39,May,5,2007.333333
483,385.87,June,6,2007.416667
484,384.39,July,7,2007.5
485,381.78,August,8,2007.583333
486,380.73,September,9,2007.666667
487,380.81,October,10,2007.75
488,382.33,November,11,2007.833333
489,383.69,December,12,2007.916667
490,385.07,January,1,2008
491,385.72,February,2,2008.083333
492,385.85,March,3,2008.166667
493,386.71,April,4,2008.25
494,388.45,May,5,2008.333333
495,387.64,June,6,2008.416667
496,386.1,July,7,2008.5
497,383.95,August,8,2008.583333
498,382.91,September,9,2008.666667
499,382.73,October,10,2008.75
500,383.96,November,11,2008.833333
501,385.02,December,12,2008.916667
